,x,y,id,E,Se,N,Sn,U,Su,lon,lat
97,97000.0,0.0,0,0,0,0,0,0,0,97.0,0.0
98,98000.0,0.0,0,0,0,0,0,0,0,98.0,0.0
99,99000.0,0.0,0,0,0,0,0,0,0,99.0,0.0
100,100000.0,0.0,0,0,0,0,0,0,0,100.0,0.0
101,0.0,1000.0,0,0,0,0,0,0,0,0.0,1.0
102,1000.0,1000.0,0,0,0,0,0,0,0,1.0,1.0
103,2000.0,1000.0,0,0,0,0,0,0,0,2.0,1.0
104,3000.0,1000.0,0,0,0,0,0,0,0,3.0,1.0
105,4000.0,1000.0,0,0,0,0,0,0,0,4.0,1.0
106,5000.0,1000.0,0,0,0,0,0,0,0,5.0,1.0
107,6000.0,1000.0,0,0,0,0,0,0,0,6.0,1.0
108,7000.0,1000.0,0,0,0,0,0,0,0,7.0,1.0
109,8000.0,1000.0,0,0,0,0,0,0,0,8.0,1.0
110,9000.0,1000.0,0,0,0,0,0,0,0,9.0,1.0
111,10000.0,1000.0,0,0,0,0,0,0,0,10.0,1.0
112,11000.0,1000.0,0,0,0,0,0,0,0,11.0,1.0
113,12000.0,1000.0,0,0,0,0,0,0,0,12.0,1.0
114,13000.0,1000.0,0,0,0,0,0,0,0,13.0,1.0
115,14000.0,1000.0,0,0,0,0,0,0,0,14.0,1.0
116,15000.0,1000.0,0,0,0,0,0,0,0,15.0,1.0
117,16000.0,1000.0,0,0,0,0,0,0,0,16.0,1.0
118,17000.0,1000.0,0,0,0,0,0,0,0,17.0,1.0
119,18000.0,1000.0,0,0,0,0,0,0,0,18.0,1.0
120,19000.0,1000.0,0,0,0,0,0,0,0,19.0,1.0
121,20000.0,1000.0,0,0,0,0,0,0,0,20.0,1.0
122,21000.0,1000.0,0,0,0,0,0,0,0,21.0,1.0
123,22000.0,1000.0,0,0,0,0,0,0,0,22.0,1.0
124,23000.0,1000.0,0,0,0,0,0,0,0,23.0,1.0
125,24000.0,1000.0,0,0,0,0,0,0,0,24.0,1.0
126,25000.0,1000.0,0,0,0,0,0,0,0,25.0,1.0
127,26000.0,1000.0,0,0,0,0,0,0,0,26.0,1.0
128,27000.0,1000.0,0,0,0,0,0,0,0,27.0,1.0
129,28000.0,1000.0,0,0,0,0,0,0,0,28.0,1.0
130,29000.0,1000.0,0,0,0,0,0,0,0,29.0,1.0
131,30000.0,1000.0,0,0,0,0,0,0,0,30.0,1.0
132,31000.0,1000.0,0,0,0,0,0,0,0,31.0,1.0
133,32000.0,1000.0,0,0,0,0,0,0,0,32.0,1.0
134,33000.0,1000.0,0,0,0,0,0,0,0,33.0,1.0
135,34000.0,1000.0,0,0,0,0,0,0,0,34.0,1.0
136,35000.0,1000.0,0,0,0,0,0,0,0,35.0,1.0
137,36000.0,1000.0,0,0,0,0,0,0,0,36.0,1.0
138,37000.0,1000.0,0,0,0,0,0,0,0,37.0,1.0
139,38000.0,1000.0,0,0,0,0,0,0,0,38.0,1.0
140,39000.0,1000.0,0,0,0,0,0,0,0,39.0,1.0
141,40000.0,1000.0,0,0,0,0,0,0,0,40.0,1.0
142,41000.0,1000.0,0,0,0,0,0,0,0,41.0,1.0
143,42000.0,1000.0,0,0,0,0,0,0,0,42.0,1.0
144,43000.0,1000.0,0,0,0,0,0,0,0,43.0,1.0
145,44000.0,1000.0,0,0,0,0,0,0,0,44.0,1.0
146,45000.0,1000.0,0,0,0,0,0,0,0,45.0,1.0
147,46000.0,1000.0,0,0,0,0,0,0,0,46.0,1.0
148,47000.0,1000.0,0,0,0,0,0,0,0,47.0,1.0
149,48000.0,1000.0,0,0,0,0,0,0,0,48.0,1.0
150,49000.0,1000.0,0,0,0,0,0,0,0,49.0,1.0
151,50000.0,1000.0,0,0,0,0,0,0,0,50.0,1.0
152,51000.0,1000.0,0,0,0,0,0,0,0,51.0,1.0
153,52000.0,1000.0,0,0,0,0,0,0,0,52.0,1.0
154,53000.0,1000.0,0,0,0,0,0,0,0,53.0,1.0
155,54000.0,1000.0,0,0,0,0,0,0,0,54.0,1.0
156,55000.0,1000.0,0,0,0,0,0,0,0,55.0,1.0
157,56000.0,1000.0,0,0,0,0,0,0,0,56.0,1.0
158,57000.0,1000.0,0,0,0,0,0,0,0,57.0,1.0
159,58000.0,1000.0,0,0,0,0,0,0,0,58.0,1.0
160,59000.0,1000.0,0,0,0,0,0,0,0,59.0,1.0
161,60000.0,1000.0,0,0,0,0,0,0,0,60.0,1.0
162,61000.0,1000.0,0,0,0,0,0,0,0,61.0,1.0
163,62000.0,1000.0,0,0,0,0,0,0,0,62.0,1.0
164,63000.0,1000.0,0,0,0,0,0,0,0,63.0,1.0
165,64000.0,1000.0,0,0,0,0,0,0,0,64.0,1.0
166,65000.0,1000.0,0,0,0,0,0,0,0,65.0,1.0
167,66000.0,1000.0,0,0,0,0,0,0,0,66.0,1.0
168,67000.0,1000.0,0,0,0,0,0,0,0,67.0,1.0
169,68000.0,1000.0,0,0,0,0,0,0,0,68.0,1.0
170,69000.0,1000.0,0,0,0,0,0,0,0,69.0,1.0
171,70000.0,1000.0,0,0,0,0,0,0,0,70.0,1.0
172,71000.0,1000.0,0,0,0,0,0,0,0,71.0,1.0
173,72000.0,1000.0,0,0,0,0,0,0,0,72.0,1.0
174,73000.0,1000.0,0,0,0,0,0,0,0,73.0,1.0
175,74000.0,1000.0,0,0,0,0,0,0,0,74.0,1.0
176,75000.0,1000.0,0,0,0,0,0,0,0,75.0,1.0
177,76000.0,1000.0,0,0,0,0,0,0,0,76.0,1.0
178,77000.0,1000.0,0,0,0,0,0,0,0,77.0,1.0
179,78000.0,1000.0,0,0,0,0,0,0,0,78.0,1.0
180,79000.0,1000.0,0,0,0,0,0,0,0,79.0,1.0
181,80000.0,1000.0,0,0,0,0,0,0,0,80.0,1.0
182,81000.0,1000.0,0,0,0,0,0,0,0,81.0,1.0
183,82000.0,1000.0,0,0,0,0,0,0,0,82.0,1.0
184,83000.0,1000.0,0,0,0,0,0,0,0,83.0,1.0
185,84000.0,1000.0,0,0,0,0,0,0,0,84.0,1.0
186,85000.0,1000.0,0,0,0,0,0,0,0,85.0,1.0
187,86000.0,1000.0,0,0,0,0,0,0,0,86.0,1.0
188,87000.0,1000.0,0,0,0,0,0,0,0,87.0,1.0
189,88000.0,1000.0,0,0,0,0,0,0,0,88.0,1.0
190,89000.0,1000.0,0,0,0,0,0,0,0,89.0,1.0
191,90000.0,1000.0,0,0,0,0,0,0,0,90.0,1.0
192,91000.0,1000.0,0,0,0,0,0,0,0,91.0,1.0
193,92000.0,1000.0,0,0,0,0,0,0,0,92.0,1.0
194,93000.0,1000.0,0,0,0,0,0,0,0,93.0,1.0
195,94000.0,1000.0,0,0,0,0,0,0,0,94.0,1.0
196,95000.0,1000.0,0,0,0,0,0,0,0,95.0,1.0
197,96000.0,1000.0,0,0,0,0,0,0,0,96.0,1.0
198,97000.0,1000.0,0,0,0,0,0,0,0,97.0,1.0
199,98000.0,1000.0,0,0,0,0,0,0,0,98.0,1.0
200,99000.0,1000.0,0,0,0,0,0,0,0,99.0,1.0
201,100000.0,1000.0,0,0,0,0,0,0,0,100.0,1.0
202,0.0,2000.0,0,0,0,0,0,0,0,0.0,2.0
203,1000.0,2000.0,0,0,0,0,0,0,0,1.0,2.0
204,2000.0,2000.0,0,0,0,0,0,0,0,2.0,2.0
205,3000.0,2000.0,0,0,0,0,0,0,0,3.0,2.0
206,4000.0,2000.0,0,0,0,0,0,0,0,4.0,2.0
207,5000.0,2000.0,0,0,0,0,0,0,0,5.0,2.0
208,6000.0,2000.0,0,0,0,0,0,0,0,6.0,2.0
209,7000.0,2000.0,0,0,0,0,0,0,0,7.0,2.0
210,8000.0,2000.0,0,0,0,0,0,0,0,8.0,2.0
211,9000.0,2000.0,0,0,0,0,0,0,0,9.0,2.0
212,10000.0,2000.0,0,0,0,0,0,0,0,10.0,2.0
213,11000.0,2000.0,0,0,0,0,0,0,0,11.0,2.0
214,12000.0,2000.0,0,0,0,0,0,0,0,12.0,2.0
215,13000.0,2000.0,0,0,0,0,0,0,0,13.0,2.0
216,14000.0,2000.0,0,0,0,0,0,0,0,14.0,2.0
217,15000.0,2000.0,0,0,0,0,0,0,0,15.0,2.0
218,16000.0,2000.0,0,0,0,0,0,0,0,16.0,2.0
219,17000.0,2000.0,0,0,0,0,0,0,0,17.0,2.0
220,18000.0,2000.0,0,0,0,0,0,0,0,18.0,2.0
221,19000.0,2000.0,0,0,0,0,0,0,0,19.0,2.0
222,20000.0,2000.0,0,0,0,0,0,0,0,20.0,2.0
223,21000.0,2000.0,0,0,0,0,0,0,0,21.0,2.0
224,22000.0,2000.0,0,0,0,0,0,0,0,22.0,2.0
225,23000.0,2000.0,0,0,0,0,0,0,0,23.0,2.0
226,24000.0,2000.0,0,0,0,0,0,0,0,24.0,2.0
227,25000.0,2000.0,0,0,0,0,0,0,0,25.0,2.0
228,26000.0,2000.0,0,0,0,0,0,0,0,26.0,2.0
229,27000.0,2000.0,0,0,0,0,0,0,0,27.0,2.0
230,28000.0,2000.0,0,0,0,0,0,0,0,28.0,2.0
231,29000.0,2000.0,0,0,0,0,0,0,0,29.0,2.0
232,30000.0,2000.0,0,0,0,0,0,0,0,30.0,2.0
233,31000.0,2000.0,0,0,0,0,0,0,0,31.0,2.0
234,32000.0,2000.0,0,0,0,0,0,0,0,32.0,2.0
235,33000.0,2000.0,0,0,0,0,0,0,0,33.0,2.0
236,34000.0,2000.0,0,0,0,0,0,0,0,34.0,2.0
237,35000.0,2000.0,0,0,0,0,0,0,0,35.0,2.0
238,36000.0,2000.0,0,0,0,0,0,0,0,36.0,2.0
239,37000.0,2000.0,0,0,0,0,0,0,0,37.0,2.0
240,38000.0,2000.0,0,0,0,0,0,0,0,38.0,2.0
241,39000.0,2000.0,0,0,0,0,0,0,0,39.0,2.0
242,40000.0,2000.0,0,0,0,0,0,0,0,40.0,2.0
243,41000.0,2000.0,0,0,0,0,0,0,0,41.0,2.0
244,42000.0,2000.0,0,0,0,0,0,0,0,42.0,2.0
245,43000.0,2000.0,0,0,0,0,0,0,0,43.0,2.0
246,44000.0,2000.0,0,0,0,0,0,0,0,44.0,2.0
247,45000.0,2000.0,0,0,0,0,0,0,0,45.0,2.0
248,46000.0,2000.0,0,0,0,0,0,0,0,46.0,2.0
249,47000.0,2000.0,0,0,0,0,0,0,0,47.0,2.0
250,48000.0,2000.0,0,0,0,0,0,0,0,48.0,2.0
251,49000.0,2000.0,0,0,0,0,0,0,0,49.0,2.0
252,50000.0,2000.0,0,0,0,0,0,0,0,50.0,2.0
253,51000.0,2000.0,0,0,0,0,0,0,0,51.0,2.0
254,52000.0,2000.0,0,0,0,0,0,0,0,52.0,2.0
255,53000.0,2000.0,0,0,0,0,0,0,0,53.0,2.0
256,54000.0,2000.0,0,0,0,0,0,0,0,54.0,2.0
257,55000.0,2000.0,0,0,0,0,0,0,0,55.0,2.0
258,56000.0,2000.0,0,0,0,0,0,0,0,56.0,2.0
259,57000.0,2000.0,0,0,0,0,0,0,0,57.0,2.0
260,58000.0,2000.0,0,0,0,0,0,0,0,58.0,2.0
261,59000.0,2000.0,0,0,0,0,0,0,0,59.0,2.0
262,60000.0,2000.0,0,0,0,0,0,0,0,60.0,2.0
263,61000.0,2000.0,0,0,0,0,0,0,0,61.0,2.0
264,62000.0,2000.0,0,0,0,0,0,0,0,62.0,2.0
265,63000.0,2000.0,0,0,0,0,0,0,0,63.0,2.0
266,64000.0,2000.0,0,0,0,0,0,0,0,64.0,2.0
267,65000.0,2000.0,0,0,0,0,0,0,0,65.0,2.0
268,66000.0,2000.0,0,0,0,0,0,0,0,66.0,2.0
269,67000.0,2000.0,0,0,0,0,0,0,0,67.0,2.0
270,68000.0,2000.0,0,0,0,0,0,0,0,68.0,2.0
271,69000.0,2000.0,0,0,0,0,0,0,0,69.0,2.0
272,70000.0,2000.0,0,0,0,0,0,0,0,70.0,2.0
273,71000.0,2000.0,0,0,0,0,0,0,0,71.0,2.0
274,72000.0,2000.0,0,0,0,0,0,0,0,72.0,2.0
275,73000.0,2000.0,0,0,0,0,0,0,0,73.0,2.0
276,74000.0,2000.0,0,0,0,0,0,0,0,74.0,2.0
277,75000.0,2000.0,0,0,0,0,0,0,0,75.0,2.0
278,76000.0,2000.0,0,0,0,0,0,0,0,76.0,2.0
279,77000.0,2000.0,0,0,0,0,0,0,0,77.0,2.0
280,78000.0,2000.0,0,0,0,0,0,0,0,78.0,2.0
281,79000.0,2000.0,0,0,0,0,0,0,0,79.0,2.0
282,80000.0,2000.0,0,0,0,0,0,0,0,80.0,2.0
283,81000.0,2000.0,0,0,0,0,0,0,0,81.0,2.0
284,82000.0,2000.0,0,0,0,0,0,0,0,82.0,2.0
285,83000.0,2000.0,0,0,0,0,0,0,0,83.0,2.0
286,84000.0,2000.0,0,0,0,0,0,0,0,84.0,2.0
287,85000.0,2000.0,0,0,0,0,0,0,0,85.0,2.0
288,86000.0,2000.0,0,0,0,0,0,0,0,86.0,2.0
289,87000.0,2000.0,0,0,0,0,0,0,0,87.0,2.0
290,88000.0,2000.0,0,0,0,0,0,0,0,88.0,2.0
291,89000.0,2000.0,0,0,0,0,0,0,0,89.0,2.0
292,90000.0,2000.0,0,0,0,0,0,0,0,90.0,2.0
293,91000.0,2000.0,0,0,0,0,0,0,0,91.0,2.0
294,92000.0,2000.0,0,0,0,0,0,0,0,92.0,2.0
295,93000.0,2000.0,0,0,0,0,0,0,0,93.0,2.0
296,94000.0,2000.0,0,0,0,0,0,0,0,94.0,2.0
297,95000.0,2000.0,0,0,0,0,0,0,0,95.0,2.0
298,96000.0,2000.0,0,0,0,0,0,0,0,96.0,2.0
299,97000.0,2000.0,0,0,0,0,0,0,0,97.0,2.0
300,98000.0,2000.0,0,0,0,0,0,0,0,98.0,2.0
301,99000.0,2000.0,0,0,0,0,0,0,0,99.0,2.0
302,100000.0,2000.0,0,0,0,0,0,0,0,100.0,2.0
303,0.0,3000.0,0,0,0,0,0,0,0,0.0,3.0
304,1000.0,3000.0,0,0,0,0,0,0,0,1.0,3.0
305,2000.0,3000.0,0,0,0,0,0,0,0,2.0,3.0
306,3000.0,3000.0,0,0,0,0,0,0,0,3.0,3.0
307,4000.0,3000.0,0,0,0,0,0,0,0,4.0,3.0
308,5000.0,3000.0,0,0,0,0,0,0,0,5.0,3.0
309,6000.0,3000.0,0,0,0,0,0,0,0,6.0,3.0
310,7000.0,3000.0,0,0,0,0,0,0,0,7.0,3.0
311,8000.0,3000.0,0,0,0,0,0,0,0,8.0,3.0
312,9000.0,3000.0,0,0,0,0,0,0,0,9.0,3.0
313,10000.0,3000.0,0,0,0,0,0,0,0,10.0,3.0
314,11000.0,3000.0,0,0,0,0,0,0,0,11.0,3.0
315,12000.0,3000.0,0,0,0,0,0,0,0,12.0,3.0
316,13000.0,3000.0,0,0,0,0,0,0,0,13.0,3.0
317,14000.0,3000.0,0,0,0,0,0,0,0,14.0,3.0
318,15000.0,3000.0,0,0,0,0,0,0,0,15.0,3.0
319,16000.0,3000.0,0,0,0,0,0,0,0,16.0,3.0
320,17000.0,3000.0,0,0,0,0,0,0,0,17.0,3.0
321,18000.0,3000.0,0,0,0,0,0,0,0,18.0,3.0
322,19000.0,3000.0,0,0,0,0,0,0,0,19.0,3.0
323,20000.0,3000.0,0,0,0,0,0,0,0,20.0,3.0
324,21000.0,3000.0,0,0,0,0,0,0,0,21.0,3.0
325,22000.0,3000.0,0,0,0,0,0,0,0,22.0,3.0
326,23000.0,3000.0,0,0,0,0,0,0,0,23.0,3.0
327,24000.0,3000.0,0,0,0,0,0,0,0,24.0,3.0
328,25000.0,3000.0,0,0,0,0,0,0,0,25.0,3.0
329,26000.0,3000.0,0,0,0,0,0,0,0,26.0,3.0
330,27000.0,3000.0,0,0,0,0,0,0,0,27.0,3.0
331,28000.0,3000.0,0,0,0,0,0,0,0,28.0,3.0
332,29000.0,3000.0,0,0,0,0,0,0,0,29.0,3.0
333,30000.0,3000.0,0,0,0,0,0,0,0,30.0,3.0
334,31000.0,3000.0,0,0,0,0,0,0,0,31.0,3.0
335,32000.0,3000.0,0,0,0,0,0,0,0,32.0,3.0
336,33000.0,3000.0,0,0,0,0,0,0,0,33.0,3.0
337,34000.0,3000.0,0,0,0,0,0,0,0,34.0,3.0
338,35000.0,3000.0,0,0,0,0,0,0,0,35.0,3.0
339,36000.0,3000.0,0,0,0,0,0,0,0,36.0,3.0
340,37000.0,3000.0,0,0,0,0,0,0,0,37.0,3.0
341,38000.0,3000.0,0,0,0,0,0,0,0,38.0,3.0
342,39000.0,3000.0,0,0,0,0,0,0,0,39.0,3.0
343,40000.0,3000.0,0,0,0,0,0,0,0,40.0,3.0
344,41000.0,3000.0,0,0,0,0,0,0,0,41.0,3.0
345,42000.0,3000.0,0,0,0,0,0,0,0,42.0,3.0
346,43000.0,3000.0,0,0,0,0,0,0,0,43.0,3.0
347,44000.0,3000.0,0,0,0,0,0,0,0,44.0,3.0
348,45000.0,3000.0,0,0,0,0,0,0,0,45.0,3.0
349,46000.0,3000.0,0,0,0,0,0,0,0,46.0,3.0
350,47000.0,3000.0,0,0,0,0,0,0,0,47.0,3.0
351,48000.0,3000.0,0,0,0,0,0,0,0,48.0,3.0
352,49000.0,3000.0,0,0,0,0,0,0,0,49.0,3.0
353,50000.0,3000.0,0,0,0,0,0,0,0,50.0,3.0
354,51000.0,3000.0,0,0,0,0,0,0,0,51.0,3.0
355,52000.0,3000.0,0,0,0,0,0,0,0,52.0,3.0
356,53000.0,3000.0,0,0,0,0,0,0,0,53.0,3.0
357,54000.0,3000.0,0,0,0,0,0,0,0,54.0,3.0
358,55000.0,3000.0,0,0,0,0,0,0,0,55.0,3.0
359,56000.0,3000.0,0,0,0,0,0,0,0,56.0,3.0
360,57000.0,3000.0,0,0,0,0,0,0,0,57.0,3.0
361,58000.0,3000.0,0,0,0,0,0,0,0,58.0,3.0
362,59000.0,3000.0,0,0,0,0,0,0,0,59.0,3.0
363,60000.0,3000.0,0,0,0,0,0,0,0,60.0,3.0
364,61000.0,3000.0,0,0,0,0,0,0,0,61.0,3.0
365,62000.0,3000.0,0,0,0,0,0,0,0,62.0,3.0
366,63000.0,3000.0,0,0,0,0,0,0,0,63.0,3.0
367,64000.0,3000.0,0,0,0,0,0,0,0,64.0,3.0
368,65000.0,3000.0,0,0,0,0,0,0,0,65.0,3.0
369,66000.0,3000.0,0,0,0,0,0,0,0,66.0,3.0
370,67000.0,3000.0,0,0,0,0,0,0,0,67.0,3.0
371,68000.0,3000.0,0,0,0,0,0,0,0,68.0,3.0
372,69000.0,3000.0,0,0,0,0,0,0,0,69.0,3.0
373,70000.0,3000.0,0,0,0,0,0,0,0,70.0,3.0
374,71000.0,3000.0,0,0,0,0,0,0,0,71.0,3.0
375,72000.0,3000.0,0,0,0,0,0,0,0,72.0,3.0
376,73000.0,3000.0,0,0,0,0,0,0,0,73.0,3.0
377,74000.0,3000.0,0,0,0,0,0,0,0,74.0,3.0
378,75000.0,3000.0,0,0,0,0,0,0,0,75.0,3.0
379,76000.0,3000.0,0,0,0,0,0,0,0,76.0,3.0
380,77000.0,3000.0,0,0,0,0,0,0,0,77.0,3.0
381,78000.0,3000.0,0,0,0,0,0,0,0,78.0,3.0
382,79000.0,3000.0,0,0,0,0,0,0,0,79.0,3.0
383,80000.0,3000.0,0,0,0,0,0,0,0,80.0,3.0
384,81000.0,3000.0,0,0,0,0,0,0,0,81.0,3.0
385,82000.0,3000.0,0,0,0,0,0,0,0,82.0,3.0
386,83000.0,3000.0,0,0,0,0,0,0,0,83.0,3.0
387,84000.0,3000.0,0,0,0,0,0,0,0,84.0,3.0
388,85000.0,3000.0,0,0,0,0,0,0,0,85.0,3.0
389,86000.0,3000.0,0,0,0,0,0,0,0,86.0,3.0
390,87000.0,3000.0,0,0,0,0,0,0,0,87.0,3.0
391,88000.0,3000.0,0,0,0,0,0,0,0,88.0,3.0
392,89000.0,3000.0,0,0,0,0,0,0,0,89.0,3.0
393,90000.0,3000.0,0,0,0,0,0,0,0,90.0,3.0
394,91000.0,3000.0,0,0,0,0,0,0,0,91.0,3.0
395,92000.0,3000.0,0,0,0,0,0,0,0,92.0,3.0
396,93000.0,3000.0,0,0,0,0,0,0,0,93.0,3.0
397,94000.0,3000.0,0,0,0,0,0,0,0,94.0,3.0
398,95000.0,3000.0,0,0,0,0,0,0,0,95.0,3.0
399,96000.0,3000.0,0,0,0,0,0,0,0,96.0,3.0
400,97000.0,3000.0,0,0,0,0,0,0,0,97.0,3.0
401,98000.0,3000.0,0,0,0,0,0,0,0,98.0,3.0
402,99000.0,3000.0,0,0,0,0,0,0,0,99.0,3.0
403,100000.0,3000.0,0,0,0,0,0,0,0,100.0,3.0
404,0.0,4000.0,0,0,0,0,0,0,0,0.0,4.0
405,1000.0,4000.0,0,0,0,0,0,0,0,1.0,4.0
406,2000.0,4000.0,0,0,0,0,0,0,0,2.0,4.0
407,3000.0,4000.0,0,0,0,0,0,0,0,3.0,4.0
408,4000.0,4000.0,0,0,0,0,0,0,0,4.0,4.0
409,5000.0,4000.0,0,0,0,0,0,0,0,5.0,4.0
410,6000.0,4000.0,0,0,0,0,0,0,0,6.0,4.0
411,7000.0,4000.0,0,0,0,0,0,0,0,7.0,4.0
412,8000.0,4000.0,0,0,0,0,0,0,0,8.0,4.0
